iter	Logloss
287	0.5648404286
288	0.5645341848
289	0.564286947
290	0.563847793
291	0.5637022804
292	0.5633279528
293	0.5630201071
294	0.5628230645
295	0.5625875211
296	0.5621730374
297	0.5619504166
298	0.5617923553
299	0.5616314105
300	0.5612484322
301	0.5610299231
302	0.5608141908
303	0.5606307116
304	0.5601958294
305	0.5600469527
306	0.5596580472
307	0.5594312613
308	0.5592200145
309	0.5589560094
310	0.5587627581
311	0.5584907966
312	0.5582338402
313	0.5580075348
314	0.5577937249
315	0.5576369452
316	0.5574743983
317	0.5572738848
318	0.556945694
319	0.5566487417
320	0.556427349
321	0.5561984272
322	0.5557569769
323	0.5556082071
324	0.5554491846
325	0.5553120023
326	0.5550787551
327	0.5547075781
328	0.5545564052
329	0.5542945895
330	0.5540975469
331	0.5539506994
332	0.5536776165
333	0.5535221183
334	0.5531933402
335	0.5527270593
336	0.5525463568
337	0.5524106697
338	0.5519287964
339	0.5516281595
340	0.5513999318
341	0.551037886
342	0.550795294
343	0.5505208761
344	0.5503200421
345	0.5501355482
346	0.5498954125
347	0.5497052584
348	0.5495777948
349	0.549377655
350	0.5491473981
351	0.5489061945
352	0.5487027439
353	0.5484672006
354	0.5481613306
355	0.5476845302
356	0.5475510324
357	0.5473360477
358	0.5471028005
359	0.5468704077
360	0.5466097133
361	0.5464580599
362	0.5463041104
363	0.5459615552
364	0.5457607747
365	0.5456084805
366	0.5453688254
367	0.5451605689
368	0.5448245285
369	0.5446294616
370	0.5443736266
371	0.544102199
372	0.5438905784
373	0.5436559428
374	0.5433270045
375	0.5431018205
376	0.5428866756
377	0.5427339008
378	0.5424959011
379	0.5423236356
380	0.5421197045
381	0.5419666627
382	0.541226498
383	0.5409458858
384	0.5407697756
385	0.5406365983
386	0.540349952
387	0.5401397732
388	0.5398713894
389	0.5396452976
390	0.539212231
391	0.539040286
392	0.5386519144
393	0.5384620807
394	0.5382120661
395	0.5379755616
396	0.5376719878
397	0.5373433698
398	0.5371772986
399	0.5369256287
400	0.5366690995
401	0.5364378281
402	0.5358659239
403	0.5355357039
404	0.5352658249
405	0.5349476732
406	0.53478267
407	0.5346013267
408	0.5343457053
409	0.5340833555
410	0.5339604308
411	0.5337876314
412	0.5336246574
413	0.5334161874
414	0.533259194
415	0.5330781711
416	0.5328925559
417	0.5326015309
418	0.5324094544
419	0.532301695
420	0.5319515572
421	0.5318378171
422	0.5315672974
423	0.5313502835
424	0.531178285
425	0.5309633537
426	0.5306866396
427	0.5303904883
428	0.5301461341
429	0.529950907
430	0.529789535
431	0.5296801202
432	0.529286836
433	0.5291690376
434	0.5290095879
435	0.5288167104
436	0.5286054636
437	0.5282057181
438	0.5280942208
439	0.5279163484
440	0.5275091804
441	0.5273655368
442	0.5271288721
443	0.5268791779
444	0.5267296605
445	0.5265220449
446	0.5260837985
447	0.5258912414
448	0.5255587253
449	0.5253017689
450	0.5251119886
451	0.5249944038
452	0.5247407581
453	0.5244755782
454	0.524243132
455	0.5239518934
456	0.5236736308
457	0.5234706074
458	0.5233645568
459	0.5230835709
460	0.5229825398
461	0.5227980993
462	0.5224876904
463	0.5223059734
464	0.5220861827
465	0.521872266
466	0.521634106
467	0.5214357818
468	0.5207960608
469	0.5205434831
470	0.5203299935
471	0.5201222177
472	0.5199948075
473	0.5198730042
474	0.5195346141
475	0.519369878
476	0.5191420241
477	0.5189998223
478	0.5188933445
479	0.5186015719
480	0.51840784
481	0.5182307152
482	0.5179847056
483	0.517206147
484	0.5170940623
485	0.5167392253
486	0.5164572782
487	0.5160564112
488	0.5159230737
489	0.5157125745
490	0.5155965917
491	0.5153293827
492	0.5145886839
493	0.5143727914
494	0.5142062931
495	0.5140174739
496	0.5131292869
497	0.5129546719
498	0.5127068467
499	0.5125322317
500	0.5123786025
501	0.5121708801
502	0.5115012021
503	0.5110920049
504	0.5108002857
505	0.5105628734
506	0.5103336311
507	0.5098132036
508	0.5096206999
509	0.5093108784
510	0.5089135892
511	0.5087159058
512	0.5080786944
513	0.50789639
514	0.5077936501
515	0.5071309675
516	0.5069093078
517	0.5064077836
518	0.5062423533
519	0.5057778346
520	0.5054759162
521	0.5053133159
522	0.5052299066
523	0.5051174481
524	0.5045382282
525	0.5044141821
526	0.5042042169
527	0.5040448206
528	0.5038027092
529	0.5035015917
530	0.5033012383
531	0.5031077201
532	0.5027857236
533	0.5021841294
534	0.5018983375
535	0.5015145583
536	0.5013514775
537	0.5011852461
538	0.5009970144
539	0.5004075418
540	0.5002046253
541	0.4998799589
542	0.4997482233
543	0.4996092789
544	0.499308909
545	0.4991268715
546	0.4986313814
547	0.4985199375
548	0.4980319233
549	0.4978847554
550	0.4976601054
551	0.4972830011
552	0.497039875
553	0.4969097948
554	0.4967452189
555	0.496523933
556	0.4964460238
557	0.4962888703
558	0.49608024
559	0.4958684059
560	0.4956962472
561	0.4954639078
562	0.4953305703
563	0.4948546776
564	0.494769773
565	0.4946033815
566	0.4942966571
567	0.494115474
568	0.4939741266
569	0.493823381
570	0.4931771453
571	0.4929652577
572	0.4928199054
573	0.4926608295
574	0.4924829571
575	0.4922631665
576	0.4921446739
577	0.4919718211
578	0.4917834291
579	0.4912232193
580	0.4909702678
581	0.490828867
582	0.4907337633
583	0.4905239582
584	0.4902664679
585	0.4900996491
586	0.4898958782
587	0.4897499919
588	0.4892689195
589	0.4889338936
590	0.4887621088
591	0.4885304101
592	0.4881874812
593	0.4880298471
594	0.4878781937
595	0.4874343939
596	0.4872876532
597	0.4870823337
598	0.4869373552
599	0.4862159335
600	0.4859463749
601	0.4857993138
602	0.485637568
603	0.4855184346
604	0.4851333738
605	0.4849636715
606	0.4848596501
607	0.4847419585
608	0.4845841108
609	0.484375534
610	0.4839249525
611	0.483697686
612	0.4835157019
613	0.4831998463
614	0.4830855189
615	0.4829480696
616	0.4824530067
617	0.4822241916
618	0.482096995
619	0.4818017514
620	0.4814091613
621	0.4809417591
622	0.4807693335
623	0.4804503807
624	0.4802812124
625	0.4795387515
626	0.4792906059
627	0.4791230396
628	0.478904317
629	0.478796077
630	0.4786360933
631	0.4782411537
632	0.4779993092
633	0.4778711514
634	0.4775952383
635	0.4773360392
636	0.4770803109
637	0.4769649155
638	0.4768538454
639	0.4766270595
640	0.4764394151
641	0.4763374228
642	0.4761536766
643	0.4758585932
644	0.4753900696
645	0.4750941853
646	0.4749725422
647	0.4747535525
648	0.4744456
649	0.4740837144
650	0.4739004487
651	0.4737164889
652	0.4733646423
653	0.4732707667
654	0.4731366282
655	0.4729873777
656	0.4728821815
657	0.472363089
658	0.4716993384
659	0.4714571201
660	0.4713337682
661	0.47114842
662	0.4708624145
663	0.4706552794
664	0.4701449977
665	0.4699574068
666	0.4697019989
667	0.4692943503
668	0.4691623477
669	0.4690289568
670	0.4687614274
671	0.468623551
672	0.4683291084
673	0.4682065575
674	0.4677372329
675	0.4675263065
676	0.4673819154
677	0.4671783581
678	0.4669759755
679	0.466562987
680	0.4662083637
681	0.4659537034
682	0.4658383614
683	0.4656668969
684	0.4655196756
685	0.4654298584
686	0.4651950092
687	0.4648236719
688	0.4646771448
689	0.4645459967
690	0.4643554688
691	0.464186247
692	0.4640030348
693	0.4634807917
694	0.4633391773
695	0.4632051456
696	0.4628756733
697	0.4625952747
698	0.4623587701
699	0.4621955291
700	0.4619559808
701	0.4617435058
702	0.4614411602
703	0.4613375126
704	0.4611997429
705	0.4609978944
706	0.460807847
707	0.4606805436
708	0.4604642773
709	0.4601466595
710	0.4598872468
711	0.4593279447
712	0.4590251719
713	0.4588543482
714	0.4587509676
715	0.4584712098
716	0.4583464695
717	0.4582129718
718	0.458001992
719	0.4576983114
720	0.4572491717
721	0.4570552262
722	0.4565485223
723	0.4563719315
724	0.4559418552
725	0.4556482137
726	0.4555332454
727	0.4554084518
728	0.4552063362
729	0.4550907806
730	0.4549145636
731	0.4546449516
732	0.4545217599
733	0.454421423
734	0.4542538567
735	0.4539846185
736	0.4536897487
737	0.4535775039
738	0.4533468732
739	0.4531200873
740	0.4529987646
741	0.452799052
742	0.4526078832
743	0.4523617135
744	0.452250323
745	0.4521278255
746	0.4517800906
747	0.4515035901
748	0.4510612321
749	0.4507756538
750	0.4504655119
751	0.4503627186
752	0.4501813219
753	0.4497869697
754	0.449607442
755	0.4491391854
756	0.4488368397
757	0.4487659257
758	0.4486338164
759	0.4484241182
760	0.4482642947
761	0.4480180181
762	0.4479289485
763	0.447766188
764	0.4476601909
765	0.4474342059
766	0.4473320001
767	0.4471221417
768	0.4469767626
769	0.4468651051
770	0.4467069905
771	0.4464853308
772	0.4461793274
773	0.4460380868
774	0.4453156772
775	0.444926211
776	0.4447549601
777	0.444553699
778	0.4443991086
779	0.4442385643
780	0.4440261694
781	0.4436477301
782	0.4435457378
783	0.4432680893
784	0.4430596459
785	0.4429775448
786	0.442858812
787	0.4426108533
788	0.4424025702
789	0.4422822086
790	0.4421851825
791	0.44186105
792	0.4417015203
793	0.4416110355
794	0.4414059296
795	0.4412252271
796	0.4410852147
797	0.4409510762
798	0.4408733538
799	0.4407312054
800	0.4405850521
801	0.4404581492
802	0.4403322876
803	0.4399955529
804	0.4398252098
805	0.4395737802
806	0.4393859489
807	0.4392031105
808	0.4390170414
809	0.4388735847
810	0.4387598447
811	0.4384246052
812	0.438285287
813	0.4381626827
814	0.4376407066
815	0.437465878
816	0.4372620003
817	0.437147833
818	0.4369077507
819	0.4368163582
820	0.4366517822
821	0.4365603363
822	0.436388765
823	0.4361642752
824	0.4360407365
825	0.4358521576
826	0.4357230653
827	0.4350930362
828	0.4348221426
829	0.4346280903
830	0.4343833089
831	0.4339677305
832	0.4338842944
833	0.4335445694
834	0.4333148733
835	0.4332004123
836	0.4330784755
837	0.4329613179
838	0.4328259779
839	0.4326714677
840	0.4325238192
841	0.4324133899
842	0.4322713483
843	0.4319317301
844	0.4317413624
845	0.4315858375
846	0.4314553035
847	0.431257273
848	0.4311112265
849	0.4305764346
850	0.4303278885
851	0.4301617373
852	0.4300923719
853	0.4297916549
854	0.4296577834
855	0.4295268221
856	0.429396475
857	0.4292040781
858	0.4290808864
859	0.4290139773
860	0.4288710814
861	0.4284739524
862	0.4281161518
863	0.4280449975
864	0.4279104585
865	0.427801818
866	0.4276472811
867	0.4275410169
868	0.4271555289
869	0.4270300944
870	0.4267181904
871	0.4265228832
872	0.426399291
873	0.4262476376
874	0.4260306771
875	0.42586514
876	0.4257534024
877	0.4255719256
878	0.4253971504
879	0.4252788981
880	0.4251542913
881	0.4248775773
882	0.4247042705
883	0.4245135023
884	0.4244327362
885	0.4243433461
886	0.424215749
887	0.4240434301
888	0.4238796818
889	0.4237866873
890	0.4236440049
891	0.4234407146
892	0.4232452473
893	0.4231338835
894	0.4229579335
895	0.4228303364
896	0.4226795373
897	0.4225613919
898	0.4223599705
899	0.4220498553
900	0.4219665527
901	0.4218047802
902	0.4216517651
903	0.4214619047
904	0.4213630897
905	0.4212146669
906	0.4211260778
907	0.4208631674
908	0.4206655374
909	0.4204733274
910	0.4202972973
911	0.4201183302
912	0.4200650914
913	0.4199019571
914	0.4197812752
915	0.4194377055
916	0.4191207285
917	0.4189060642
918	0.4187661052
919	0.4186413916
920	0.4185725068
921	0.4183672674
922	0.4182459714
923	0.4180877232
924	0.4180321881
925	0.4176713705
926	0.4173396821
927	0.417019421
928	0.416831216
929	0.416746258
930	0.4166250421
931	0.4164771533
932	0.4163500101
933	0.4162354423
934	0.4160958571
935	0.415982838
936	0.4158609545
937	0.4156363847
938	0.4153817244
939	0.4152951111
940	0.4151408412
941	0.4148436485
942	0.4147214981
943	0.4145661602
944	0.414382761
945	0.4142515862
946	0.4141035372
947	0.4140294193
948	0.4137553752
949	0.4135360117
950	0.413442323
951	0.4133449765
952	0.4132249353
953	0.4130227397
954	0.412821612
955	0.4125409731
956	0.4124448014
957	0.4123220636
958	0.4122499748
959	0.4120706607
960	0.4119123591
961	0.4115935131
962	0.4114325416
963	0.4112936505
964	0.4111366038
965	0.4110495099
966	0.410908296
967	0.4107648127
968	0.4106742745
969	0.4106274435
970	0.4104452192
971	0.4103381807
972	0.4102264164
973	0.4100644303
974	0.4099314932
975	0.409766677
976	0.4096487184
977	0.4093323555
978	0.4091930106
979	0.4088736306
980	0.4087012317
981	0.4085811371
982	0.4082698205
983	0.4081659859
984	0.4078579533
985	0.4076589082
986	0.4074340447
987	0.407164139
988	0.4071092447
989	0.4069703003
990	0.4067697333
991	0.4065863341
992	0.4065025777
993	0.4062417498
994	0.4060691907
995	0.4059154547
996	0.4057354464
997	0.405575703
998	0.4054591595
999	0.4053459001
